	CFS: CD4 (S2,S4,S6) - TA (S1,S3,S5) - Healthy: CD4 (S8) - TA (S7)
ZNF184	2.4295299999999997
THOC2	2.4326354999999893
ARFIP2	2.433688721180001
ZFYVE16	2.4339547899999987
TARBP2	2.43594372365051
PLGLB1	2.4361716840000014
TSEN2	2.437461
NCK2	2.439444999999999
IL15RA	2.439714655801903
KLRK1	2.4430954000000007
TSPAN31	2.4434270999999974
ZNF644	2.445370799999999
BLMH	2.4454081999999975
VAPB	2.445696999999999
MRTO4	2.447744000000001
STRADB	2.4499744000000003
TAMALIN	2.4527859999999997
FGR	2.4540368059999995
SDC4	2.4547000000000003
GEMIN2	2.4550840000000003
NAXD	2.4555000000000007
LMBR1L	2.4563199999999483
POLR2J	2.456561999999977
CNOT4	2.4578218989200025
IGSF22	2.4593291
RNF2	2.459601000000001
PRDX1	2.463413
RAB40C	2.466645400000001
GET1	2.4667405129999977
SLC25A20	2.46800899829681
PPFIBP2	2.4688231433015995
MLLT3	2.4691119999999955
CEP19	2.4694099999999994
C17orf80	2.470413999322904
KCTD13	2.4707981000000014
PLA2G4C	2.47127230260867
PPIG	2.471412773325504
SEC31B	2.4717979
BCL11B	2.473461999999998
KLRD1	2.473853799999999
NAPB	2.4738716500000004
PTPN2	2.47390999892351
ATP9B	2.4752353000000014
PHACTR4	2.4759870000000017
TMEM126A	2.4766429999999975
SHPRH	2.478198187903998
ETV3	2.478889
CD9	2.4789488
BCL3	2.4792520000000007
C7orf26	2.482934
TNFSF10	2.484600000000004
SNTB1	2.4926127380000005
AFAP1	2.493849000000001
BTBD6	2.4941660000000003
TCEANC	2.4959489999999978
PRKAG2	2.4968178000000023
ZNF554	2.4991697688000007
MBTD1	2.5000919999999995
ZFAND1	2.502094449999996
TTC12	2.504622269999998
IL11RA	2.5054633955625984
IMPDH2	2.508750000000001
TP53BP1	2.512769300000002
GFPT2	2.5151879
CARHSP1	2.521113718099997
ATG101	2.523194400000001
C2orf68	2.5234490000000003
ZSWIM8	2.5244967166724024
STK11	2.5254635000000007
SLC4A7	2.526432920700003
GPATCH1	2.5284999999999993
RBM39	2.529332599999975
EEA1	2.529591999999999
RAPGEF1	2.5311840000000103
SMKR1	2.5315950000000003
ARMT1	2.531904
NBPF3	2.5325660021830316
HTRA2	2.5326900000000023
SULF2	2.53738549
RRBP1	2.5426695328699997
FBXO21	2.544070000000012
GZMB	2.5501330000000006
CDKN1A	2.554438999235451
OSER1	2.55715
RABEP2	2.5578505000000007
RNF40	2.561229955999991
UVRAG	2.561502199999998
KRBOX4	2.5623250000000013
KANSL1	2.5661111620791566
CTNNBL1	2.5670271760312007
BCAS4	2.5675599999999985
SCML1	2.5706607000000004
BRD7	2.575134300000016
RGCC	2.575850000000001
SLC66A2	2.582959599999999
TRIM47	2.5843612
CHAMP1	2.5859054999999973
CPVL	2.5864899610000003
IWS1	2.5872381584800017
ZSCAN32	2.589115003440808
HECTD3	2.589395999999999
ZNF397	2.590570999999999
PCLAF	2.594943000000001
TSPAN2	2.595269000000001
MXD1	2.5958498
VAMP2	2.6019469999999956
PDSS1	2.60412
BAZ1A	2.607769999999997
MAGED1	2.609227000000004
THAP5	2.6095843000000007
GANC	2.611215999999999
WEE1	2.6124430000000025
IQCB1	2.6129087270200007
RPAP1	2.6141359999999976
ZNF844	2.6167853324
CCDC57	2.6267233018724667
TBC1D9B	2.63001622
NASP	2.630844300000007
PIP4K2A	2.631560799999999
ELOVL5	2.6333777000000005
CYP20A1	2.6338145184705226
LACTB	2.636704159999999
TECPR2	2.643277
RANBP2	2.646559
ZFAND2A	2.6502679999999996
HEATR6	2.650426000000001
VPS13B	2.6516797999999984
CAPRIN2	2.6541979303000005
BDH2	2.6561150000000007
MORC2	2.6575299999999977
AHCTF1	2.658777999999999
SLC43A3	2.659318063906408
SPAAR	2.6656379
PIGB	2.672056999999999
TOP1MT	2.672554202083999
TMEM267	2.6746879999999997
POT1	2.6754115999999986
HGH1	2.6799269999999993
ARID4A	2.6799860262999857
ARHGAP17	2.6837624000000027
GPATCH8	2.688452632699992
COQ9	2.6888938400000004
ADAMTS10	2.6896625
HELB	2.6897595800000005
HCFC1R1	2.6912800400000023
CREB3	2.695359999999999
RNF207	2.6955054
TRAK2	2.7026615999999963
GLCCI1	2.7028987999999963
TPM4	2.7047909999999997
RASSF2	2.711961999999998
BBS9	2.711962999999999
FRG1	2.7167315999999992
P4HA2	2.7197863199999985
GNG8	2.719884
TRAPPC9	2.7202042999999994
SF3A3	2.721063100000002
RBM6	2.7253213824900016
MAPKAP1	2.7258310193676927
RIMKLB	2.7277291157500017
NFATC3	2.729309896016531
LRIF1	2.7309409999999996
MBTPS1	2.7320748000000012
SNPH	2.7320907000000005
ZEB1	2.7370527164679075
CDC37L1	2.737235000000002
CCAR2	2.7385589999999524
SLC25A19	2.739105000000002
ZNF236	2.7413141360000006
CDIP1	2.744266231312797
GALK2	2.7442957126121925
RARG	2.745029699999998
SLC25A11	2.7475500000000004
GBP4	2.751367
TTI2	2.753215599999997
GABRP	2.753585
ALG1	2.755388999999999
VPS45	2.7559978000000065
RER1	2.756738999999996
SPTAN1	2.7585392448100023
TMPRSS3	2.7589240098426995
MIA2	2.761059700297807
MGST2	2.76538491
HDAC5	2.7665410999999978
METTL21A	2.7666648104434017
CAPN1	2.767294832193791
RHOBTB2	2.7691979999999976
CPT1A	2.7695710077
NRM	2.7722431042350166
VCL	2.773019499999999
R3HCC1	2.7749169999999985
BLM	2.77559370404
SMURF2	2.7773270000000014
CX3CR1	2.777542
SCRN2	2.7783599999999993
HNRNPUL1	2.7787456908586705
MPRIP	2.784781677819339
SMIM43	2.7849076
PRC1	2.7857517000000005
R3HDM2	2.7870510299999935
PAAF1	2.7898424017142993
HSPBAP1	2.7909039999999994
ZWILCH	2.7936250000000014
TXNL4A	2.7987899999999684
STX4	2.8007586731000007
GTPBP8	2.802912999999993
ZNF76	2.8035560000000004
NPIPB2	2.8074590000000006
CCNL1	2.8086618497500098
ACTR8	2.8098079999999968
NCLN	2.8134260000000015
LAD1	2.8161473
NIP7	2.8170592760170017
CCNI2	2.8200779999999996
CXorf65	2.822157
EMC2	2.8224079999999994
IKZF3	2.822657916712565
ZNF44	2.8228870000000033
PTPN13	2.823032062603774
RNASEH1	2.82901
GLB1	2.8298739000000026
FOS	2.83463599376392
MAU2	2.835707000000001
PTPN6	2.835945749529998
PLEKHA8	2.8458959999999998
MTFP1	2.846317
ARL4A	2.8466982986911127
ATXN1L	2.847608000000001
LRRFIP2	2.8480226
ARV1	2.8524140000000004
FDFT1	2.8574596000000128
HERC6	2.8592519548199986
QRICH1	2.8636090000000074
CD81	2.8660465412335174
TMEM102	2.8669999999999973
TMEM222	2.8699351868399816
DHRS7B	2.871690600000001
ZKSCAN5	2.87284
ADAM19	2.873031
TGDS	2.8774459999999995
ATP6V1E2	2.882109
TGFB1	2.8821900000000005
CCL3	2.8835356
PPP2R2D	2.8837390000000056
FAM110A	2.8842423303999993
HAVCR1	2.8860062000000006
MICU3	2.888041
ATP6V1A	2.891147000000002
ITPR2	2.8920607999999994
ST7L	2.8943354700399944
DDX55	2.8948439999999955
RRP1	2.8958660000000003
RNF157	2.8962945388056003
BRD2	2.8963393402882645
ARHGAP26	2.896685620000002
FAHD1	2.9034484000000003
SGF29	2.904396000000002
RUSF1	2.904670597500001
MARCHF8	2.905373000000001
CXCR4	2.9110229999999993
DPP10	2.9149275
FBXL5	2.9159845089999834
NPIPB3	2.918832000000002
PHLDB2	2.921401066688282
ATP6V1C1	2.9228789999999982
CDK5RAP2	2.9259182378000084
SNX10	2.9265349999999994
SLC66A3	2.930115999999998
THOC1	2.933403500000008
IRF7	2.9338638089518234
PTPRJ	2.935520000000002
USP36	2.9359170052900083
BEX3	2.9367199999999993
NME2	2.940428200000003
CCNE1	2.9406940000000006
ETF1	2.9492350000000016
ZHX2	2.951583
FAM160A2	2.9519600000000015
NBPF12	2.952099999999997
TNFRSF11A	2.9556818896750006
OGFOD2	2.959238148779999
KIAA0232	2.9625559999999993
TTC7B	2.96468314
COQ6	2.9694323099999878
NTAQ1	2.9709020000000006
DNAJC18	2.975311499999999
LAPTM4B	2.9769440000000005
GSTT1	2.97784167064
TEFM	2.9804589999999997
P4HTM	2.9810369970032866
PAK3	2.9846661597517
NCOA6	2.985405100309455
NFE2L3	2.9881649999999995
DPM1	2.9934010000000004
SLC4A10	2.9938580853501895
NAT1	2.9945193519999993
DYNC1LI1	2.999095200000001
GCLC	3.0001818782280836
CRLS1	3.0013179000000036
COPS6	3.0029269999999855
NPIPA1	3.003979000000001
RFESD	3.0048517000000032
HRAS	3.0078910220600044
CCDC130	3.0080197999999996
ABHD6	3.0104066450000007
DAZAP1	3.0143545000000014
HYOU1	3.017830121871997
TCP11L1	3.018763999610714
DICER1	3.0202837600000008
GEMIN7	3.0212569999999914
APOBEC3H	3.027216912940901
IL1R2	3.0280060000000004
LSG1	3.031883006356651
PIGN	3.0330521013749774
REXO4	3.0351186000000006
RAD54L2	3.036293999999998
PHKB	3.0365740000000017
THAP6	3.0397323064519988
LRRC37A2	3.043005700000002
TRAPPC6B	3.044987357620002
MRE11	3.0459630000000004
UBA3	3.0464955999999965
GPATCH11	3.04777
TALDO1	3.0480170000000024
HEXD	3.049923400000001
GNPAT	3.053651999999998
FAM24B	3.0548590000000004
SFXN5	3.05729992872078
SH2D2A	3.057411000000009
KCTD6	3.059705
SYMPK	3.0624022150000005
GTF3C5	3.067597000000003
CD14	3.06836810101191
RNF121	3.069830800000002
NAPG	3.0744049999999987
SUGP2	3.0795321944411898
ZBP1	3.086948999999999
SIL1	3.088754590000001
KLHL18	3.093609999999999
ZNF665	3.0956866999999995
TXNDC9	3.0968160000000005
KLHDC1	3.0985830000000005
GTF2E2	3.1018960000000004
GIMAP1	3.103329999999999
CDKN1B	3.106663000000002
ZNF101	3.106872999999979
INSL6	3.1129482
NBL1	3.1139596424181
CD7	3.1201750000000015
ALG8	3.121750999999997
ZFP14	3.122180000000001
MAP3K12	3.1261141000000006
PRKCI	3.1265900000000006
STK24	3.1271624999999688
PLIN2	3.127736900000002
ZFR2	3.1314819000000003
ARL13B	3.1335419999999994
CIAO2B	3.1385319999999943
ARHGEF2	3.1413518000000007
NIPAL3	3.1413619999999938
ARAP2	3.1460401000000022
GCNT1	3.1499910000000004
CDAN1	3.1522599956100006
XPO4	3.1532359999999997
TMEM18	3.154119699999999
PRPF4B	3.154148900000002
PCYT1A	3.157484010621097
ITGA5	3.157507999999998
VEGFB	3.158467000000001
ANAPC11	3.1592573000000215
RBCK1	3.1614970000000255
ZNF10	3.1639413000000003
RAB21	3.164397000000001
CXCL13	3.1650400000000003
EGLN2	3.165328239799999
GET4	3.166505999999999
ZNF260	3.168327999999999
RPN1	3.1683840000000005
FCRL6	3.169327
IPO4	3.17069503956942
RABAC1	3.1740260000000013
TRAPPC3	3.177040999999999
ZC3H3	3.182890000308817
STK40	3.186238000000003
ZNF83	3.1880351017944015
GOLGA8B	3.1887744
MCCC1	3.190976
OGDH	3.1974709999999966
SURF2	3.205499999999999
CAMK2G	3.206483999999999
MXRA7	3.209162
ADPRM	3.2108899999999956
KLHDC3	3.21094866
PHF14	3.2115009000000008
NEU1	3.212039086785847
ZNF581	3.2133109999999987
RSRC2	3.2153240000000025
PTDSS1	3.217775999999958
DUSP23	3.217929999999999
XPO1	3.2219620000000013
PARP14	3.22626411
MMAB	3.226868000000003
TRAF5	3.228803364799999
ME2	3.229879896169791
ARSA	3.2338959999999997
SNUPN	3.2350350004512833
TPCN1	3.23523324606
SPATS2L	3.2368092756832527
UBA7	3.236867
MTCH1	3.2373019999999997
RAB31	3.239595697820141
SPTLC2	3.2410279999999982
CDK16	3.2410724612000017
MTHFS	3.2419290000000025
RBM33	3.2421295000000043
C1orf159	3.243934389999999
RAB5A	3.2441990471999995
RBM41	3.247738599999998
SLC12A2	3.2505586448
C19orf12	3.250615000000007
ANK3	3.2527723
PEDS1	3.256287000000004
GBP1	3.2585169962645604
CRIP2	3.2595270000000003
ZNF43	3.2640808900000007
RAB4B	3.2655717000000006
UBXN2B	3.2658959999999997
THOP1	3.2665867000000013
CYB5R3	3.2682639999999985
CRCP	3.2691859999999977
MCEE	3.2723890000000004
SHQ1	3.274799100000002
MAP2K6	3.275968014
RPS6KA5	3.277696000000006
ULK4	3.2872055000000007
ITSN2	3.2888761000000244
KAT2B	3.289308
ARHGEF6	3.289422429999995
TTLL5	3.291027925999998
ERI2	3.2955500276310996
L3MBTL3	3.296375349799999
NMNAT3	3.2984439966980013
PRIMPOL	3.3025537499999995
EXOC7	3.3050641999999826
ATMIN	3.311500500000008
MED30	3.3117725000000036
NUDCD1	3.315520000000003
LAMTOR2	3.316047000000001
ZMAT2	3.316599
TYW3	3.3197868999999987
PHTF1	3.3198930031009883
NGDN	3.321087796821992
C10orf88	3.3221298600000004
RCOR3	3.325818000000009
SLC15A4	3.3260035038850004
SLC66A1	3.332172200000005
CTNNAL1	3.341769
TRADD	3.343816999999998
ICE1	3.349157
POLG2	3.3498769999999993
TATDN1	3.351753399999996
MYO9B	3.368346670762996
ZNF764	3.3715400000000013
MYB	3.375956360387833
ZNF701	3.3768429999999983
VAMP1	3.3842282157728985
ZNF800	3.389852999999995
H4-16	3.3931669999999983
TMEM182	3.395299217576998
SH3BGRL	3.4060830000000006
EIF3H	3.4170523999999887
CCNH	3.4194640000000014
IQCG	3.420025600000001
CCDC124	3.420883000000001
SLC11A2	3.4209654378000085
ZNF677	3.4218915006191004
NTN4	3.423841000000001
GGCT	3.4249195096000005
MCAT	3.425832569999999
TLN1	3.4265548
ACIN1	3.4331747999999997
RTCB	3.439914999999999
PRSS23	3.4424178000000003
GPR89A	3.444208999999997
ADPGK	3.4452000000000282
IFI44	3.446212000000002
RBM28	3.4538541999999985
FGFR1	3.4552719054570984
ZNF814	3.457485000000002
ZNF552	3.462353000000004
ARRB2	3.4656459999999925
HEG1	3.465860000000001
PITPNB	3.4700637210000025
MMADHC	3.4716960000000006
TMEM170A	3.4746000000000024
AKR1A1	3.4755528039075507
MAPK8IP3	3.4775870000000006
PRCP	3.4818419999999968
VDAC3	3.4821893999999958
VSIG1	3.485263999999998
C16orf91	3.4861000000000004
DNAJC13	3.489269899999999
DENND4A	3.4903001000000025
FAM227B	3.491921999999999
SLC52A2	3.4975858824719994
IFT27	3.498257808490001
LLPH	3.5001999999999924
AVL9	3.5043654980000003
CD69	3.5060550000000106
SYTL3	3.507743
TASP1	3.5080100000000005
TMEM97	3.5089384999999997
LYPLA2	3.5190090000000023
RAB27A	3.5190940000000133
PDCD5	3.5225410000000004
LRRC23	3.5236610000000006
SPATA7	3.5271047999999987
ELF2	3.531750900000013
SPIN3	3.535623388786752
C11orf71	3.5374633000000006
CTDNEP1	3.5381900000000037
SMG7	3.539980641299991
SMARCD1	3.544063799999998
DIDO1	3.544292047938601
ZDHHC18	3.549727899999999
ZNF45	3.5513939999999984
SMIM30	3.5620010000000004
RAB34	3.5639102190000003
OSBPL9	3.5658459249478085
PFN2	3.5696644716339994
NEIL2	3.5722670969999992
ATOX1	3.5728550000000006
TRIM4	3.574679999999999
RTL8A	3.575248000000002
DYNC2LI1	3.5759638000000002
YTHDC1	3.587735000000002
UROS	3.593123411999997
CRYBG2	3.596178700000001
ASMTL	3.598862299999995
CHFR	3.6057584000000062
DHX36	3.607394035104999
TSTD2	3.6122163
NECAB3	3.6199755
ABHD11	3.6200059758726004
MTFMT	3.6206580000000024
NR1D2	3.621335000000009
DNAJA2	3.6239802000000054
MXD4	3.6247820000000015
IFT46	3.627036300000001
CLN8	3.628864771766999
TCERG1	3.6415328999999907
UBE2D1	3.643845
BCL2A1	3.6457499999999996
ZNF286A	3.645912290000002
GTF2H3	3.648028997450833
AKNA	3.6501149999999996
ARL5A	3.6519505999999993
ITGB5	3.6538645255550004
POLDIP3	3.660444
DBNDD2	3.6643537999999936
CHIC2	3.6727619999999987
CPEB4	3.675669193892872
CLCN7	3.676356000000002
SERPINF1	3.6768855
CEACAM4	3.6813048000000004
ELMOD3	3.682196616729632
COPS3	3.682278
SETD2	3.6825844999999973
PCCA	3.6859163532277
PTPRA	3.6908373869299993
UMPS	3.7008900000000047
GBE1	3.701770999999999
TMUB1	3.7030800000000017
CACNA2D4	3.7069023400000045
ABITRAM	3.706984000000001
PDAP1	3.711437
ELP1	3.7145300000000017
CEP104	3.7153199999999984
FCHSD2	3.715906999999998
EXOC2	3.7165809999999997
ACOT13	3.7202450000000002
OTULIN	3.721938000000005
FUT10	3.7224977999999997
GFER	3.725604999999998
TBC1D22B	3.7257800000000003
CUL4A	3.7291600000000003
STARD3NL	3.7324910000000013
ATL2	3.737479200000001
TOX4	3.7378693710649955
TRMT10B	3.742335800000001
CORO7	3.748719153959975
ARHGAP21	3.7494863256592397
SRP68	3.7517069999999997
EML2	3.7541916999999945
HAUS2	3.7587778897190027
TTC39C	3.7600009999999955
PSMB7	3.761070000000002
PHF11	3.764031119700002
ELOVL1	3.7669054734079293
PER3	3.7790517018366905
CCDC59	3.7832409999999896
CLSTN1	3.7854910999999944
POLR3H	3.792885000000002
IDH3G	3.7938246000000007
TRPT1	3.803001445999998
AFTPH	3.8066729999999964
SLC2A8	3.8161533129999996
OARD1	3.817004433450002
PDSS2	3.8195869999999994
ARHGAP1	3.8211221
RHOC	3.826405826021001
CLASP1	3.8268144241496866
FIGNL1	3.828955411150347
INTS13	3.8292739930710997
PMPCA	3.8377380000000034
SIPA1L3	3.8398735000000004
RFC4	3.839989900000001
MREG	3.84204499662149
INTS10	3.8454479999999975
PHF23	3.846464000000008
CD36	3.855681035991
KMT5B	3.8575489999999775
CRTC2	3.863972999999998
ANAPC10	3.8718379000000027
SGK3	3.8720497223000017
PRR5	3.8731950088018845
OSBP	3.874949
CCL2	3.8793572
ZNF484	3.8806190000000003
GAB3	3.884772
UBE2M	3.8898300000000017
RDX	3.8952457219219507
MAP4K4	3.8955350689491617
EDRF1	3.898824900000003
CALHM6	3.90212991802267
PCM1	3.9073646252647407
RCE1	3.9098429871509595
CCT4	3.914947999999999
RPS6KA4	3.9170281805666987
CASP8AP2	3.918280000000003
EAF2	3.9185631999999995
ERBIN	3.9225058000000104
FKBP4	3.928187999999998
EIF2A	3.9309058267755965
HMGCL	3.9312590000000007
ZNF528	3.932970999999995
EHBP1	3.936585023700001
PGRMC2	3.947547199999999
FCER1G	3.9520990000000005
RBBP5	3.9583660000000003
MCOLN1	3.9587961958999998
WDR36	3.9609000000000005
FCHSD1	3.9611430000000016
RPL18	3.9628569999995307
PABPN1	3.965526000000011
HMGXB4	3.9671270999999972
H2BC5	3.9725150860000014
IL12RB2	3.9740980000000006
C6orf136	3.979170790115301
PRR5L	3.979249333681004
PXK	3.980432385599997
RAB1A	3.9812972
PRR3	3.9831038600000035
MTDH	3.9833607989999784
NUP155	3.9859179000000005
ADGRE1	3.9882788099999966
AASDH	3.9931017000000004
DCAF4	3.994574584318304
ATG7	3.9960540400000006
IRF2	4.004196
PI4K2B	4.00582
SPPL2B	4.009927199999998
SMIM11B	4.011151625721881
LY9	4.014125000000007
KIAA1143	4.014744000000001
KLHL2	4.016141043800001
LAX1	4.017100000000003
KPNA6	4.0191463705
REV1	4.0282768990000015
CYB561D2	4.032266965400304
DYNC2I1	4.034954059999999
FNTB	4.035074
SMS	4.035366
DNAJB6	4.036643099999964
PSTPIP2	4.047289
PPP1R18	4.0477754942207085
EPRS1	4.049301000000003
MED25	4.0579939
GRPEL1	4.058892
PIGG	4.059250000000013
XPA	4.0600223
ADCK5	4.0609478
CXXC5	4.06354489357
KIF20B	4.064496299999991
ERCC2	4.0650180166101
DHTKD1	4.0745580000000015
NRF1	4.075820211614001
VEZF1	4.0794
ASB1	4.080010006316186
FAAH2	4.082889999999999
FBXO8	4.082970000000003
MINK1	4.0836647
HSCB	4.088192
USP32	4.08859749144
ARHGAP12	4.0888652279999995
TMEM62	4.090735780000001
ZNF684	4.091875
RXYLT1	4.093806300000001
ENDOV	4.095932219223906
ELOA	4.098533000000003
EVL	4.100870000000043
PIBF1	4.101752100000002
PGM3	4.104015006416461
AKR1C3	4.1070424744826965
CUTC	4.111558
PDZD11	4.112845999999999
ERCC6L2	4.11555
PPARA	4.123854001959842
NUP160	4.125050053194386
DEXI	4.136899999999999
PTGER2	4.144310000000001
IRF2BP2	4.144889999999997
WDR59	4.148396100000003
CASP6	4.149065785511997
ZNF432	4.156654
MAP3K8	4.158923980999999
ALDH2	4.1598736999999995
WDR45B	4.1655240000000004
PARP9	4.166903999999995
DPP8	4.1706686164660045
PA2G4	4.175375999999986
SAAL1	4.178365
ACCS	4.1895241
SARS2	4.191109201291987
TM9SF1	4.191776360687879
UPF3B	4.1930816
ARF5	4.195267999999999
SBDS	4.1960489999999995
MTRR	4.208916099875083
ANKRD49	4.21017427028
PSMG1	4.211180000000002
ADA	4.212218300000002
CBFA2T2	4.216979499999999
ARIH2	4.218672859999998
ZC3H12A	4.23278
LIN37	4.236509999999998
CALM3	4.240736600000005
CSNK1E	4.247312000000004
PNISR	4.259688000000004
NAXE	4.264124999999999
UBXN2A	4.268051999999999
ALAS1	4.272255000000001
IL12RB1	4.278105800000002
PPP2R5D	4.284173409854002
ZNF600	4.285897599999997
TP53I11	4.286852099999999
ZNF808	4.286918997381399
DNAJC2	4.287137999999999
RDH5	4.289372099999998
CCNT2	4.289909300000005
ACSF3	4.291157786299998
RAD9A	4.291357199999999
RAD1	4.2927
UTP4	4.2941996999999965
EZH1	4.302028999999997
OTUD4	4.305302100000002
CA5B	4.315051000000004
NBN	4.318115995908306
ZC3HC1	4.322889000000001
TBC1D5	4.324803757550001
ZNF276	4.335787289999985
LONP2	4.338939199999995
TMEM268	4.348976
INTS4	4.351378942800002
TCP11L2	4.359795000000002
VMO1	4.362331
MCM5	4.366375000000012
ORC3	4.367461599999999
CCL4L2	4.3774909
MITD1	4.381110999999997
TOR1B	4.3815219999999995
ZNF773	4.394805
ERAP2	4.396956999999997
SCLY	4.400185000000002
GTF2IRD2B	4.407856220000006
NEDD4	4.415373233051781
ATP13A1	4.415423802857745
TCEAL1	4.4175299999999975
DYNLT1	4.41922
CD83	4.41994
EML3	4.420239200024376
HYAL2	4.421018799999999
SDC2	4.421745
TNIP2	4.4231679999999995
EID3	4.4238
MOCS2	4.425535000000001
WDR76	4.426159999999999
LIPT1	4.428476999999997
DDX19A	4.428623000000009
WDR6	4.429543821099998
CCDC88A	4.4307966378142725
SHLD1	4.434101999999999
GLI4	4.444908278208799
RAF1	4.446309999999997
SDCCAG8	4.446971570199006
BICD2	4.4512
COG3	4.451227999999997
TRIP11	4.452359999999999
GATD3B	4.457309
FKBP2	4.458387
HIF1AN	4.458387999999999
PTPRC	4.464051644600659
MDM4	4.465352519946427
ZNF564	4.4673039999999995
PTGES2	4.467564719999999
CCDC186	4.468663000000003
MAP2K4	4.477724839999999
NPC1	4.480077000000005
POMZP3	4.480991000000001
DALRD3	4.482695023199998
YIPF5	4.49030599999999
SLC25A3	4.494767999999986
MOSPD3	4.499770768999996
METTL2B	4.503230000000002
GBP2	4.503979
LRRC37B	4.505184742457303
HMG20A	4.507771999999999
MFSD1	4.519558799999999
ZNF512	4.537293999999996
FAM204A	4.5395520000000005
ZNF3	4.542842
HACD3	4.547236998903051
BDP1	4.549126401713268
EMSY	4.5518315891749985
HBP1	4.5533405999999985
NRDC	4.554986700000004
TSC22D2	4.556607999999999
IVD	4.562089
PARK7	4.56904999999999
ZDHHC13	4.569973099999999
CEP164	4.571602899999995
ZNF84	4.578417999999997
GTF3C3	4.581677000000001
ZNRD2	4.5837458999999985
ZNF821	4.601647567285361
CCDC7	4.612868069999999
VPS39	4.6130416
PAXX	4.620305999999999
PTK2B	4.627575999999976
RHOT2	4.637236694751657
NOMO1	4.638265936839861
DNM1L	4.6385198000000045
APPL1	4.644310000000004
PDCD10	4.645808000000002
CLIP1	4.6488239058500085
PARP10	4.654749799999998
ATIC	4.655164688999996
RHNO1	4.655918
AZI2	4.658235000000012
EPSTI1	4.659195000000004
GRIPAP1	4.6670757660000035
IL4R	4.6706576104610065
RBL1	4.678884
WDFY2	4.686365
APOL1	4.689131945838701
LMNB1	4.6942186370997305
COPS7A	4.698894132354674
PIGX	4.7027230000000015
CBY1	4.7029286
TRIM13	4.704636600000001
ZNF544	4.7105810215999995
PACS1	4.719045400000002
FBXL6	4.722222399999998
DNAJC21	4.7279661
IP6K1	4.729077446699986
HPCAL4	4.733255959011101
DSE	4.734609299699368
C11orf49	4.739492000000002
STAU2	4.742189622700003
ATG12	4.743009000000015
SEC11A	4.743135383500018
SCMH1	4.746280702839332
CSF1R	4.7590697
SNX20	4.759609999999999
NBPF14	4.7601165759
ENTPD4	4.772756627
EIF4EBP1	4.772938199999999
SNAPC5	4.777270000000005
ABHD12	4.791264
EVA1C	4.795039000000002
ZNF721	4.808101000000001
SH3BP2	4.811005839999997
IAH1	4.813142900000006
CCDC97	4.81595
LYRM1	4.819427000000005
TBC1D8	4.821985
LONP1	4.826919699999998
S1PR5	4.830052699999999
CTSD	4.8325052740400025
GYPC	4.8358789999999985
C1orf131	4.847831000000003
ACAD11	4.8876829
GSTO1	4.893026268999998
TOR2A	4.8995526717
PHF10	4.905385999999993
NLRP1	4.907522247125691
POLR2J2	4.916119999999999
GLRX3	4.924732000000002
COPS8	4.925735000000003
RDH13	4.9276725999999975
STX10	4.929103285124421
UTP6	4.940675000000006
AARSD1	4.942486960000002
PSMD11	4.952646877000021
ARHGAP35	4.961017
CCAR1	4.961257612399997
NELFCD	4.961398799999994
PES1	4.9698855800000015
TOGARAM2	4.972864400000001
BRWD1	4.974107100000005
TSPAN5	4.975384999999996
