	CD4 minus TA in CFS vs CD4 minus TA in Healthy
ITGAX	1.0672205000000003
SMKR1	1.0682040000000004
CLUH	1.068255411600001
ZNF692	1.068323818699998
ALKBH3	1.068435000000001
EIF2B3	1.0688668100000012
CCDC121	1.070977
ETF1	1.0733810000000048
C1orf189	1.0740809999999998
BAG6	1.0741996644644836
SNX4	1.0757210000000015
MED7	1.0759100000000004
UBB	1.0774330000000418
LMO2	1.0782020799999998
ZNF33A	1.0785669999999996
COPRS	1.0807409999999997
HIVEP3	1.082336380490001
ARSJ	1.0831881
MS4A15	1.08434
NDFIP2	1.0848295010634001
MARCKS	1.0851496600000001
SLX4IP	1.0861686999999995
ABCG1	1.0863317699999993
LNX2	1.0880900000000011
PRDM5	1.0883493000000002
RAB38	1.089306
NRSN2	1.0897900000000003
VPS37C	1.090832
TNNT3	1.09171052
C17orf58	1.091803
ZNF700	1.0930253738300006
CAPG	1.094204197699998
HAUS8	1.0956299999999999
DISP1	1.0956645000000003
ASCC1	1.0962945499999996
PARPBP	1.0963509999999994
MIS18A	1.0980360000000022
OSBPL9	1.0987714130462365
SSH3	1.1015969199999995
HOOK2	1.1017146171571897
AGBL5	1.103064800000002
SEMA6B	1.1047109999999998
KIR3DL1	1.10484385481
AHRR	1.1052202999999998
CCDC136	1.1052305000000002
ZNF653	1.1063061999999997
DEPDC1B	1.1064777999999995
ZNF582	1.1070150577328004
HEMK1	1.1075507999999985
RPP14	1.1089524847800014
SMIM8	1.1091440998670006
DLGAP1	1.1091714000000001
SPATS2L	1.110682814363761
TMEM170A	1.1122000000000085
LIX1L	1.1122999999999976
WASHC1	1.1127699999999998
CCDC102B	1.1134735000000004
UBE2V1	1.1144015100000217
KSR1	1.1148790000000002
SSBP3	1.1152444161000012
ZBTB48	1.1159983542000056
RTN1	1.117692
EDA	1.1188859901617603
TEP1	1.1191018257618532
CDC7	1.1195849999999998
YARS2	1.1197419968716318
NASP	1.1212237999999957
ANKS3	1.1212363533710992
LMBRD2	1.1231419999999996
INTS6L	1.1235897000000001
FANCD2	1.1249350000000016
SPACA6	1.1251525
OSM	1.1255381000000002
SIRT6	1.125588070000001
PHYH	1.125757000000002
IFIT2	1.1260099324800006
EMD	1.1263769999999944
QRICH1	1.1266369999999952
ZNF616	1.1281770000000009
HYI	1.1287656200000002
ZNF823	1.1311730000000004
LTBR	1.1323302
LGALS2	1.1327551
GPR34	1.1329963
MARK4	1.1340653
ACSF2	1.1344896700000002
RAB5IF	1.1347000000000378
MICB	1.1351931817959997
RPGR	1.1359349966236003
ADAMTSL5	1.1367655
FBXO24	1.1385613
KATNIP	1.1390515020424496
ANKRD54	1.1400794999999988
KDM6A	1.1413199400000025
ZNF491	1.1419264
NFIX	1.14291993
CDCA7	1.1442384395821659
GCLC	1.14522293
TAMALIN	1.1467160000000005
ARRDC4	1.149025
LMNTD2	1.1510779999999996
MACROH2A2	1.1524199999999993
DROSHA	1.1537347939
SLC25A10	1.1554800000000003
NRP2	1.15626301
ZNF695	1.1565682000000002
SEC23A	1.1566269999999932
NUP153	1.1572020000000007
GALNT1	1.1592079999999925
SLC6A12	1.159829
KAT2A	1.1600365999999998
ADCY9	1.160098
IFIT5	1.1617999999999995
NT5DC2	1.1626274
YY1AP1	1.1630285024931553
EIF3H	1.1676063999999826
PIEZO1	1.1680749999999964
DGCR8	1.1684838658699999
SOCS1	1.1696999999999989
PDZD11	1.1714160000000042
KTI12	1.1720000000000041
MDM1	1.1720070000000007
MIGA2	1.1720288000000014
FCGR2C	1.172123098964
H3C12	1.172285
CBR4	1.1723269999999992
SLC16A13	1.173169999999999
OXR1	1.1740976010975963
STKLD1	1.1745966
EIF2A	1.1750010145429997
RTKN2	1.1750789999999993
P2RY11	1.1771800000000008
EML3	1.1780924928128016
MOSPD2	1.1785606000000008
GEM	1.180694
SLC27A3	1.180924
HS2ST1	1.1812749999999994
LRP12	1.18234154
PRRT1	1.184558548
GTPBP10	1.1856566999999956
GRIP1	1.1857044302039998
SYCE2	1.1865264
ARHGAP35	1.1865429999999995
C19orf47	1.1890799000000012
LPXN	1.1910850000000437
HJURP	1.1931379
ZNF514	1.1954305000000005
H1-5	1.1959999999999997
HLX	1.19742873
SRD5A1	1.2002339999999991
SLC7A11	1.2005063
SEM1	1.2019329307237427
NSRP1	1.2020370000000042
C15orf40	1.202175000000004
MYH3	1.2027537000000001
HMSD	1.2029952
ZNF335	1.2032179999999961
N4BP2	1.2050970000000003
SYCP1	1.20511
STARD10	1.2054776000000054
CWC25	1.2055149999999983
CYTH4	1.2055249999999944
ZSCAN22	1.2058100000000005
ADSS2	1.2058105999999995
PIK3AP1	1.2066729999999994
ITGAE	1.2088086000000047
PGAP1	1.2102169622900998
HOXB2	1.2107850000000013
CCAR1	1.211137369600003
PWWP3A	1.2114985663119668
AP3B1	1.2133013000000012
ASDURF	1.2138432899213998
MFSD11	1.2152544077999998
AKT2	1.2154544183543958
DOCK7	1.2173366089219044
ATN1	1.2174923999999998
MYBPH	1.21822
SLC29A1	1.218904
DPCD	1.22316
TMEM94	1.223259913180799
SHFL	1.2232869999999991
MED9	1.2237509999999965
GVQW3	1.2247159
EFCAB5	1.2261714999999997
CHST7	1.2280999999999995
RASGEF1B	1.2282448999999995
NUDT8	1.2307041
PIK3R3	1.23217947313
PRR11	1.23233655548369
REXO5	1.2353205358256398
HAVCR1	1.2358638000000006
DAPK2	1.2361340999999997
NPTN	1.2400966000000047
CHRM3	1.2402753
ATAD2	1.2412863000000005
CBWD6	1.2427570000000001
BBS12	1.2437719999999999
ZDHHC24	1.244449999999997
ZNF256	1.2467899999999998
RIT1	1.2491990000000008
PIK3C2B	1.2492604980241102
HECTD2	1.2494891
PHLDB1	1.2511372045246905
ZUP1	1.2512009999999982
DAG1	1.2522058856741802
EFCAB11	1.2532353084899999
SLC9A8	1.2541842999999995
ISM1	1.2554730000000003
AP1S3	1.2555573999999998
CATSPER2	1.2562186
RNF217	1.2586345999999997
TMEM176B	1.2595882
HSPD1	1.261414390000013
PLD2	1.2618033386559997
CD1E	1.2628641
MAFF	1.2632393421490002
ALG12	1.2634100000000004
PTTG1	1.263816600000002
HMBOX1	1.2650539999999992
TMEM185B	1.2661999999999995
LPCAT2	1.2674634000000002
PFKFB4	1.26772264699
DUSP28	1.2695840000000018
CENPT	1.2699644821000007
ST3GAL6	1.2722689
SPIN3	1.2738379999999996
MFSD5	1.2745879999999943
RRP15	1.2775700000000008
AZIN2	1.278484543099999
HS1BP3	1.2789635999999973
NOP14	1.2793349999999997
RBSN	1.2801609999999997
FBXO21	1.280754000000016
TVP23A	1.2810664000000003
TAF13	1.281699999999999
RNF169	1.282384
PEX12	1.2857189999999994
ATRIP	1.28580899966423
LAPTM4B	1.2918457300000021
ZNF417	1.2923919999999995
MPP2	1.29397973474
AKAP3	1.2948229346620002
RPH3AL	1.2948634562190007
MSH6	1.2984257039000013
RAB4B	1.29876849999998
USP54	1.2991133200000018
WBP2	1.2997090270000058
CCR1	1.3009249999999999
H2BC4	1.3016419999999993
CEP162	1.3019915999999991
VTI1A	1.3047150000000016
SETD9	1.3051370992861013
SLC38A7	1.3055045919582096
CEP135	1.3055257000000022
GARS1	1.3057510000000008
PGPEP1	1.306601999999998
RNASEH1	1.306906999999999
NUP188	1.3078000000000003
TTYH2	1.3086770157239975
ZFAND2B	1.3093712878450035
SORD	1.3098884593360003
ZNF584	1.3111440000000005
TMEM129	1.313715589999994
FAM153A	1.3159721000000002
UFM1	1.3167650000000037
ZNF713	1.318212
IFIT3	1.321136
FMO4	1.3234379999999994
IAH1	1.324202200000009
TBC1D32	1.3244090000000002
PRKCZ	1.3246162491
TDRD3	1.3254173187416978
LRRC58	1.3259000000000007
NAIP	1.32653439
RUNX2	1.3282936996200956
CORO2A	1.328415999999999
LDB1	1.3284209999999987
SMIM3	1.3284999999999982
DHX38	1.3299531999999985
DDX17	1.3302795999999972
PKIB	1.3314361235276002
PTDSS1	1.3329069999999774
VAV3	1.3336243999999997
AMY2B	1.3336289368000003
MYO1E	1.3355065997579
ZNF563	1.3375099999999982
SMC2	1.3407003999999993
PLEKHA4	1.3430048
SPTSSA	1.3450000000000006
DNAJC18	1.346525399999999
RWDD2A	1.3468200000000001
HPSE	1.3468240794329347
FHL3	1.3471589999999987
PEX7	1.3529110000000006
FGF23	1.3556799999999998
RNF32	1.3565489000000004
TFEB	1.358958372330699
FAM174B	1.360028999999999
ABHD1	1.3623380967896803
ZFAND1	1.3654194259999954
PMEL	1.3680566299999999
TNNC1	1.3690699999999998
MNAT1	1.3706340000000061
ZNF668	1.3714139672564993
PMPCB	1.3724029999999772
RNASEH2B	1.3728789999999833
POLR2H	1.373767812000004
SMC6	1.373922000000002
PHF23	1.3763130217113044
CCDC102A	1.378152
TRIP13	1.3782599000000002
ENHO	1.3801868000000002
BRMS1	1.3815370000000087
KIR2DL5A	1.3816545500000001
MRC1	1.382596
ADAM28	1.3834590999999998
CALD1	1.3844808490000002
MNT	1.385429
DUSP23	1.3854299999999995
RCN2	1.3911237656000068
TMEM176A	1.391585
PLK3	1.3923789999999912
TSPAN6	1.3923947
KCTD1	1.3931619601
ZNF827	1.3951053000000004
IMPA2	1.3960902999999991
HSD17B6	1.397324549625
CELA2B	1.3975224
MTFR1L	1.3988889988904276
FABP4	1.39913
SUV39H1	1.399341999999999
CLCN6	1.3996106139202382
ZNF567	1.4000139999999988
IGSF6	1.4015550000000006
DECR2	1.4023244000000004
FAR2	1.4024777639999995
CCR10	1.403226
XCL1	1.4057700000000002
ZNF331	1.4068508605371992
IL1R1	1.4072027
CDKN3	1.4074969999999993
TFB2M	1.4084999999999965
SELP	1.4085507119999998
PHC2	1.4089787999999999
ZNF235	1.4100661000000017
SHANK2	1.4101709000000002
NUGGC	1.4108800000000001
CD58	1.4111019999999925
HLA-DRB5	1.4111709999999997
PACRGL	1.4123347954479994
RFC4	1.4145849000000013
EVL	1.415099000000012
TGFBR1	1.4154797999999982
RADX	1.4162760000000003
HECTD4	1.4166882060220596
ANKRD52	1.4186459999999954
BRI3BP	1.4197200000000003
TRMT5	1.4201070000000007
C8G	1.420448
CIR1	1.4205980000000054
DXO	1.421034641971838
EPS8L2	1.4240750011493892
TOR1B	1.4250039999999977
ZNF780A	1.4268566000000007
ATP6V1A	1.4272670000000005
DDX19A	1.4282788749999966
NBAS	1.4306832000000007
NUDT7	1.430749999999998
SULT2B1	1.431335
WDR74	1.4317047000000045
MCOLN1	1.4322005322200013
E2F4	1.4324522349000048
AGPAT4	1.4330466
PTCH1	1.433447909999999
EIF3CL	1.4340479
FKBPL	1.4357039999999994
IL1RAP	1.4378717500000002
FBXL4	1.4386100000000024
TRAF6	1.4427217999999993
FRA10AC1	1.4442982000000004
RAB33A	1.4449000000000005
FAM210B	1.4450600000000016
UBR2	1.446117000000001
PI4K2A	1.446200000000001
ITPK1	1.447875800000002
RASA1	1.4480694189002392
DUSP7	1.4485423000000015
R3HCC1L	1.4539541000000007
CCAR2	1.454258999999979
IQCN	1.4549344993879998
IFNGR2	1.4563854966551943
BRWD3	1.456455
NBDY	1.4574316409999994
ST8SIA6	1.45972
MED22	1.4600640285858013
NCK2	1.460745844245011
GNL2	1.4611480000000086
STXBP1	1.4631018276989112
ACSS2	1.4633582838719992
GDPD1	1.4633797999999998
SMURF2	1.4645660000000014
ZNF512	1.4652696000000027
TGS1	1.4670449999999953
ZNF438	1.4676572528901364
GGH	1.4676950000000004
WNT1	1.4686179999999995
PDLIM1	1.470387
DDX60	1.4705169999999992
DNAJC13	1.4706299999999999
GLCCI1	1.4710332000000008
TM9SF4	1.4735319999999987
ZNF410	1.473823799999991
BCL2	1.473998
PPCDC	1.4745586123900019
RDM1	1.4750981900000004
CCDC200	1.4758188999999997
NEDD4	1.476096184100001
OGFRL1	1.477681
GLCE	1.4793726782532994
TMEM187	1.4795800000000021
ELOVL6	1.4809175999999997
GEMIN7	1.4821400000000011
FAM53B	1.4826955999999978
FAM136A	1.483157999999996
SLC9A9	1.4836159999999978
GK5	1.48411148564454
GPM6B	1.484174
SPATA24	1.485773
ST3GAL5	1.4897477999999964
NCAPG	1.4909374999999998
HTD2	1.491119900000001
SFSWAP	1.4913828999999978
POLR1A	1.4915729999999994
NEK6	1.4916024924363076
PRPF40A	1.4917839999999956
SECISBP2L	1.494292999999999
RAB33B	1.4958100000000023
NPL	1.4987858900000006
FMO5	1.5009997999999998
NFIL3	1.5025099999999991
BCORL1	1.5029707999999997
AP1S2	1.5037620337812996
AVL9	1.504042
LAYN	1.5047420506189138
SLFN12	1.5074872000000004
POLR3B	1.5075459999999996
TOM1L2	1.508397200000001
FANCL	1.5093020000000017
UBE2J2	1.5096703199999837
OXCT1	1.5097729999999991
MALT1	1.512037699999997
KCTD6	1.5141080000000002
PLCD3	1.5141580000000001
MTMR8	1.5150432999999994
OSBPL8	1.5152106999999972
OSTC	1.5172600000000074
RTEL1	1.5172740000000005
MMUT	1.521499999999996
SLC25A13	1.522417
SMOX	1.5232975735500003
CAMK2D	1.5257200234233999
FBXO9	1.5274829999999895
ZHX2	1.5315949999999994
ZNF684	1.5325069999999998
SLC46A3	1.5335923999999999
PALLD	1.5360284894946
GSAP	1.536381817661999
MYLPF	1.5372742590000001
TIA1	1.5398223820299997
ZNF16	1.540513902599999
BEST2	1.5409801
AMN1	1.5411020000000022
KATNBL1	1.5411037770000036
TLCD1	1.542379
CDKAL1	1.544775999999997
ABI3BP	1.5456201999999997
GTF2A1	1.5493059999999979
EFCAB3	1.5498444000000005
BTBD6	1.5501099599999968
PUS7	1.5521880000000006
AFAP1	1.5523100000000003
P2RY6	1.55302779635226
TOP3A	1.5575171917169186
PRKCE	1.5598567
BTBD8	1.5601116138000002
EPB41L5	1.5604926082799702
RAB21	1.5616270000000156
BOD1	1.5617929999999998
LYPD3	1.5620910000000015
CYBC1	1.562818718926792
CAVIN3	1.5635624999999997
SEPTIN11	1.5644665999999994
RNF43	1.5650049999999993
TMEM256	1.565768999999996
DEPDC4	1.5668621
RABL2B	1.567980130124635
PLXNA3	1.5701599000000002
COMMD7	1.5728500000000025
BAG5	1.5736450000000026
DNAJC24	1.5740130000000008
MCM3AP	1.5764156999999912
PACRG	1.5773909
SLC11A2	1.5776485000000005
FBXO11	1.5796655000000026
SPATS2	1.5805883721039988
KCTD2	1.5821100000000001
OCM	1.584047
ETV6	1.5855160000000001
MTRR	1.5855195998587206
CYB5RL	1.5865109
TRAIP	1.5868444436084
KLHL23	1.5879629
ADSS1	1.5888557000000003
UBAC1	1.5911630000000017
PEX26	1.5941045000000011
ZDHHC14	1.5942623999999999
DRC3	1.5942679000000002
PTDSS2	1.5960701000000004
SMARCD1	1.5962458000000002
FIBP	1.5990680000000097
NAGPA	1.6016240000000082
CDK2AP2	1.602029000000016
ZNF100	1.602614836839999
NOL12	1.6068149993344676
DSN1	1.6073649998046395
ZNF142	1.6078545614749995
GTF2H4	1.6099450889752696
GSDMA	1.6114372000000001
PMCH	1.6134549999999999
KDM3B	1.6143089999999987
PI4KA	1.615084408426
ATXN7L3B	1.615700000000004
CD86	1.6167783
MICU3	1.6169659999999997
ELL2	1.6176757992569994
NUP88	1.6187149958195306
DCTN3	1.6192570000000046
TIFA	1.620199999999997
TAPBPL	1.620909999999995
ABHD15	1.6223100000000024
TAFA1	1.624859800000002
GNPTAB	1.6263807000000021
MMAA	1.6282150000000009
RASGRF2	1.6285029
C18orf32	1.6291899999999941
UBN2	1.6292365
WRN	1.6298880000000011
DLD	1.6310283052449748
METTL27	1.6329014000000006
SHPRH	1.6336017521080004
PLGLB1	1.6358501199999989
MICA	1.6375480349499991
PINX1	1.638150600000003
MGAT5	1.6395800000000005
HCFC2	1.6399449999999973
MRE11	1.6404320000000006
TBC1D7	1.6409397000000006
PLAGL1	1.6410068067469092
TRIM16L	1.6415609999999998
UBXN2B	1.641757000000002
SLC35A3	1.6421819999999983
ZC4H2	1.6434115
TLE1	1.6443750000000001
GATAD2B	1.6445715999999981
ZNF32	1.645709999999987
EDDM13	1.649285
HDAC6	1.6504430767373997
TEX2	1.6511629999999986
ADAM23	1.6522090000000014
TLR3	1.6527497
GALNT6	1.655093956
P3H3	1.6553685000000002
FAM214B	1.6559331837986768
PARL	1.6611539999999962
ZNF708	1.6616900000000001
SNAPC2	1.6637529999999998
SCAF8	1.6657279999999997
SPAG9	1.6677268889309005
ZNF277	1.6690950000000058
MVD	1.669150000000002
SOAT1	1.670084100000004
CCL23	1.6708864
NR4A2	1.6715953
CDK11A	1.6720377257019834
RALBP1	1.6738950000000088
ST3GAL3	1.6740965615317638
VPS18	1.6772440000000017
SGCE	1.6775217000000002
NMNAT3	1.6786442999999993
TARS2	1.6788227338980022
ARL4C	1.680720000000008
PRKD2	1.680839032637195
CES1	1.6847136157000002
RNF215	1.6850963000000005
KIAA0895L	1.68545372684
SKIL	1.6884662671
IQCK	1.6887978000000006
SAAL1	1.6897050999999994
TJAP1	1.6907201
RBM6	1.6907271999999978
TIMM23B	1.6908899999999996
DCLRE1A	1.6909809999999998
EYA3	1.6920336109452467
CCDC137	1.6934764000000015
MED6	1.6935059999999922
COLQ	1.6935660000000003
EXO1	1.6955540798000002
PRKCA	1.6959667000000005
ZNF443	1.6975100000000003
RAB5A	1.6977711167999985
TBC1D13	1.6985389999999967
KLRK1	1.699053100000004
ST7	1.7010928283669253
CYBB	1.70167923
RINT1	1.7029857431185746
MYH10	1.70573348804052
ATMIN	1.7068571999999946
TRIM68	1.7073360036132819
TP53BP1	1.70958109703
ACACB	1.7098973448404005
PMS2	1.7110920000000007
GCSAM	1.711106000000001
DSTYK	1.7149500000000018
LRP6	1.7149667999999998
RFC3	1.7177420000000012
GPATCH1	1.7180599999999995
CHSY1	1.7184340000000002
RTL6	1.7186500000000002
SIL1	1.718848999999997
SPECC1	1.7205067
AIMP1	1.7206600000000023
ADAM12	1.7231242969999996
GPR107	1.7232469999999998
AHCTF1	1.725109692176904
RAB32	1.7297851
POLR1D	1.7302392499999968
CHMP1B	1.7316399999999987
SRFBP1	1.7317589999999994
COG1	1.7341882999999925
TELO2	1.7361039999999957
CC2D1A	1.7362128961099987
KLRD1	1.7368355000000006
MAN2A2	1.740418926300002
FRMD4B	1.7433123000000004
ZNF205	1.74407732
TYW1	1.744334000000002
AP3M2	1.7443851300000048
PIKFYVE	1.7444769000000004
MR1	1.7449033428514014
S100A12	1.746546
IRGM	1.7479100000000003
SEC22C	1.7481963999999977
ACTR3B	1.7493770000000008
ZFYVE9	1.7497333994518072
ZNF33B	1.7514888361708039
PLD6	1.7545000000000002
BRMS1L	1.7566165999999992
ATP6V1C1	1.756983599999991
SPOP	1.7594112035910143
FAR1	1.761470700000002
DYNC1LI1	1.7616730999999959
ZFYVE16	1.7617912999999996
TECPR2	1.7624760000000004
CLEC4A	1.763295
RUSC1	1.7667541000000018
PIGQ	1.7682353999999982
CENPH	1.7685112999999983
TRAK1	1.7693426442600009
ABL2	1.769840571553
WDSUB1	1.7699037000000013
ANKRD42	1.7732791800000003
TRAK2	1.7738845999999988
IFRD2	1.7744929999999997
KPNB1	1.7800099999999972
CNIH3	1.7803803000000005
SLC25A33	1.781010000000001
N6AMT1	1.7827210000000004
TMEM41A	1.7845724999999995
CUX1	1.785245518052502
PARP3	1.7855779959493407
SLC30A7	1.7862786000000028
POLR2J	1.7871349999999921
FAM214A	1.7888569999999966
RCE1	1.7891889852123057
ADPRH	1.7905650005301599
TTC28	1.7910275
SFXN5	1.79191151288309
SUGP2	1.79216949496616
SAMD12	1.7931480999999998
ACSL6	1.7937547999999985
SLC35E4	1.7947555000000008
DHX36	1.7958860876557168
RYR1	1.7986117067
SEMA4A	1.8001723672
PLEKHA3	1.800290000000004
ZNF385A	1.801355092555521
DNM1L	1.8022181828609973
ZMYM5	1.802470899615468
YPEL1	1.8043949999999995
C5AR1	1.8053830999999998
CAMK1	1.8059606000000001
H2BC3	1.80655
EGFL8	1.8074955374300001
PAN2	1.807915499826855
G2E3	1.807920499999998
TULP3	1.8095179999999988
COA4	1.809699000000002
C2CD2L	1.810592999999999
TP53I3	1.813162944374
LRRC59	1.814676999999996
COMTD1	1.8162789999999998
ACAA1	1.8260954099999935
CYP2S1	1.8264817
RIN1	1.8277012959418908
SEC14L1	1.8293828109722998
DBF4B	1.8297078000000004
GUF1	1.8325859999999974
ZNF239	1.8330479999999998
COQ10B	1.833874999999992
SCAMP3	1.8338759999999752
TAB3	1.8345772109999992
SMC1A	1.8355436000000012
CCNB2	1.8383098000000002
IL10	1.838536
CD70	1.8402199999999986
TIMM50	1.84088220000001
NKAP	1.8414698999999999
BTAF1	1.8430700000000009
PPIL3	1.8457460000000019
PACS1	1.8481600005400196
TTC38	1.8487210000000012
SLC7A14	1.8506311000000006
TMEM106A	1.8509109079890003
ZNF461	1.8513849999999987
HEATR4	1.8528984
IVD	1.8536080000000013
POMT2	1.857468194
DUSP5	1.8576820000000005
IFT81	1.85813083660112
SCD5	1.85877
ARHGAP17	1.8590776000000027
IPO8	1.8609271000000014
CNNM2	1.8610160000000007
CC2D1B	1.8640135000000022
NSF	1.8664336000000006
PGRMC1	1.8670609999999996
TESK2	1.8685959999999993
CMC4	1.8713750000000005
HIF1AN	1.8722320000000003
MAFG	1.8784239999999972
SNX14	1.8798949994343346
DNAJC1	1.880030999999999
MCMDC2	1.880372299999999
H3C13	1.8818899999999998
CHTF18	1.8829937928000007
RPA2	1.8835260000000176
NCF2	1.8857589986730607
LGR6	1.8867893832600002
ING5	1.887468000000002
RAD9A	1.8897790000000008
RIPK1	1.8902890000000028
FANCB	1.8926130100000003
MS4A6A	1.8931339921880004
POLK	1.8939200000000014
ZDHHC5	1.8942520000000158
SERF1B	1.896214559999997
ARHGEF6	1.897760820000002
TBC1D19	1.898834084438115
FADS2	1.9022151112760004
B3GNT8	1.902803
JHY	1.9053660000000003
COQ6	1.905480997407743
PPIP5K1	1.9055199828992198
ZNF763	1.9101089999999976
WDR43	1.911316000000003
NUDT14	1.912148000000002
KNSTRN	1.9127562020881195
C2CD2	1.9145935999999995
KCNK6	1.9148499999999995
RASGRP3	1.9161825212
CEP170	1.917721516716977
KIFC1	1.9177600000000001
SNX10	1.9207919999999987
HNMT	1.9221009999999998
GIN1	1.9225160000000034
TMEM218	1.9258230000000012
DOCK2	1.9262925156999984
DALRD3	1.9280611400999987
RGL1	1.9287410000000005
RHD	1.9304859999999997
DFFA	1.9309000000000012
PCED1A	1.931600000000003
ABHD6	1.9316239530000008
APOL6	1.9336000000000002
CEP290	1.9359106999999982
TYMS	1.9375832999999998
USP47	1.939368800000011
IL2	1.9399214
WDR86	1.9405669999999997
CETN2	1.9419559999999976
SRGAP2	1.9457675000000005
PLRG1	1.9461340000000007
VPS45	1.9496721000000008
WWC3	1.9497789999999995
CEP85	1.9522949999999994
PILRA	1.9533314000000002
CFTR	1.95371
POLD3	1.9541369999999993
OSBPL11	1.9544899999999998
SMU1	1.9547999999999988
IL15	1.9548329
NT5E	1.955439666544998
MTA2	1.9561938000000012
ITM2C	1.9562639999999973
CLHC1	1.9576678000000003
USP1	1.9589120999999992
NFKBIE	1.9617819999999977
WDR13	1.9666365000000035
ZNF12	1.966733000000005
STK24	1.969213499999995
TAP1	1.9706100353274962
EEF1AKMT1	1.9707899999999992
TOP1MT	1.9715971776770012
DPM2	1.9736110000000018
PRKAR1B	1.9740636138999967
TMEM135	1.97431008572
CRYBG2	1.9751013000000004
MMGT1	1.9770600000000016
CCDC13	1.9780246
TUFT1	1.978105499503461
ZCCHC9	1.9787169999999996
FZD3	1.9799323994972853
TRIM56	1.9805509999999984
SYNM	1.9837789999999993
RANBP9	1.9840799999999952
ZMYND8	1.9845336406523728
ISY1	1.9863019999999807
KBTBD7	1.9890000000000008
TCEAL3	1.9906556999999996
ZNF789	1.9917587
FPR3	1.9945102000000001
TRIM39	1.994556700058201
CCDC57	1.9946801
NUP35	1.9958185999999998
LAX1	1.9969899999999967
ACTR3C	1.9982077036000003
DPY19L4	1.9998220000000018
TFG	2.0001622000000054
METAP2	2.0013679999999994
FKBP15	2.0033390000000004
ALG8	2.0039004982499975
CSE1L	2.006830000000001
ATP6V1E2	2.008516
FKBP1B	2.0119571900000004
ERC1	2.0180955972515022
SURF2	2.0205800000000025
TNFSF9	2.020702
GCC1	2.025000999999996
FGFR1OP2	2.0267829999999947
C6orf120	2.028100000000002
CDCA4	2.02937
CHCHD6	2.0295140000000025
PAXIP1	2.0305605
HNRNPA1L2	2.0317799999999986
TNF	2.03364
DACT1	2.039832926
AURKA	2.0407182292035
COLGALT2	2.0413281999999997
GOLGA5	2.042254
GNB4	2.0423350000000005
ELF1	2.0454380000000185
CCDC66	2.047106999999997
IRF7	2.047789200148692
TNFRSF11A	2.0517168409999997
NRN1L	2.0521510000000003
WDR61	2.053719000000001
ARL14EP	2.056795000000008
CEBPG	2.0569500000000005
SLC25A4	2.0613780000000004
ALG2	2.061959999999999
TRMT6	2.0649950000000015
WDR92	2.065265
FCHSD2	2.067232999999998
ZNF75A	2.0675389999999965
EFHC1	2.0699865133162003
SEMA4C	2.0749405000000003
CELA1	2.0751099999999996
GNGT2	2.075114000000001
REPS1	2.0755814999999984
ASCL2	2.076434
WNT10A	2.0773222000000002
BCAS4	2.0817680000000003
ARL5A	2.0849672000000083
KLHDC1	2.085934000000001
ZNF483	2.088177
RECQL4	2.089323900629431
ZNF540	2.0936749999999993
LMLN	2.0937196999999994
TNIP3	2.093912621999999
IKBKB	2.0942066859299935
GABRP	2.095217
MMADHC	2.0952729999999775
PPTC7	2.096497999999997
PPOX	2.097473269502
KIAA1143	2.0978640000000013
CC2D2A	2.1007472
CCNI2	2.1008739999999997
ZNF706	2.1023870000000215
APOBEC3F	2.103340000000001
CEP152	2.1051800000000007
MYCBPAP	2.105421792
ICE1	2.1085300000000036
TBC1D2B	2.1094069761031626
GATD1	2.1131466000000003
